Ticker,Profit_Weekly,Profit_General,Weeks_Simulated,Initial_Price,Initial_Investment,Profit_Weekly_Percentage,Profit_General_Percentage
TJX,81.35406494140622,64.75582885742185,25,92.12443542480467,921.2443542480468,8.83088884792248,7.0291696832463
TXT,80.28235626220703,135.6123962402344,25,80.69371795654297,806.9371795654297,9.94902184398574,16.80581830586459
DFS,79.56063079833962,81.41043853759766,25,110.4010238647461,1104.010238647461,7.206512042479833,7.374065537411571
TEL,78.33404541015625,126.17724609375,25,140.14285278320312,1401.4285278320312,5.589585473283944,9.003473497784613
MAR,75.49581909179688,227.77447509765665,25,222.37689208984372,2223.768920898437,3.3949489257766676,10.242722297136533
ROP,72.71749877929688,204.82711791992188,24,542.0232543945312,5420.2325439453125,1.3415937081984828,3.778935982160482
KO,72.22395706176758,77.43323135375977,25,57.64800262451172,576.4800262451172,12.528440496402943,13.43207532412154
DTE,71.89165496826149,155.6147079467769,25,109.1427230834961,1091.427230834961,6.586939828619001,14.257909602248874
HAS,69.85908889770508,37.28573226928711,25,50.1380500793457,501.38050079345703,13.933347784197819,7.436613950937616
PNR,69.26011657714844,124.4822235107422,25,72.17070007324219,721.7070007324219,9.59670842971733,17.248304836230194
STE,69.2434692382817,151.8953247070317,25,220.4159393310547,2204.159393310547,3.1414910123301554,6.891304012224444
FDX,69.21772766113281,138.99769592285156,25,250.72119140625,2507.2119140625,2.7607450041579273,5.543914941662431
CMS,67.2390022277832,76.90680313110352,25,56.50733947753906,565.0733947753906,11.89916263081362,13.610055586084172
CRM,66.93458557128912,186.2656402587893,25,265.8727111816406,2658.7271118164062,2.517542521524908,7.005820169770456
PRU,66.45553588867165,13.64408874511716,25,101.39775848388672,1013.9775848388672,6.5539452629253345,1.345600627580477
VMC,66.23741149902435,496.37010192871134,25,224.86233520507807,2248.623352050781,2.9456872552094935,22.07439949763102
IFF,65.53816986083984,-3.426353454589844,25,80.88262939453125,808.8262939453125,8.102873305608819,-0.42362043373697633
BK,65.3239517211914,41.03448104858399,25,51.19676208496094,511.9676208496094,12.759391231184978,8.015053956046545
TTWO,62.23989868164063,143.43988037109375,25,161.6199951171875,1616.199951171875,3.851002385967881,8.875132081713547
COF,62.16105651855469,98.99923706054688,25,130.15060424804688,1301.5060424804688,4.776086663423041,7.606513825465587
FOX,61.98427581787109,79.10089492797852,25,27.57747459411621,275.7747459411621,22.476414802353126,28.6831539479888
MAA,60.26329803466797,205.1617813110352,25,131.0970916748047,1310.9709167480469,4.596844770908817,15.649605852428294
D,59.573104858398494,22.867099761962898,25,45.82061004638672,458.2061004638672,13.001377501977684,4.990570780007791
AIG,58.191436767578125,33.25025939941406,25,66.45094299316406,664.5094299316406,8.757052066750113,5.003730255992692
UBER,57.429908752441406,188.22994995117188,25,61.97999954223633,619.7999954223633,9.265877569635304,30.36946617318098
HPE,56.89995765686035,88.23198699951172,25,17.10486602783203,171.0486602783203,33.26536294658847,51.58297460848031
EQR,53.60665130615234,68.19707489013672,25,60.1121940612793,601.121940612793,8.917766543590954,11.344965186367272
CTVA,52.83189010620118,108.36985397338869,25,47.72138595581055,477.21385955810547,11.070904385535428,22.70886559617902
WRB,51.53034210205078,73.38337707519531,25,70.00775909423828,700.0775909423828,7.360661556483357,10.48217769353438
FOXA,50.16304016113281,72.69076919555675,25,29.612478256225582,296.1247825622558,16.93983182599274,24.54734405090685
LEN,49.92424011230469,-24.293960571289062,25,147.23545837402344,1472.3545837402344,3.3907756096008974,-1.6500074669224662
MTB,49.75439453125,1.2794342041015625,25,136.34315490722656,1363.4315490722656,3.649203699672706,0.09383926937675321
RJF,48.18792724609375,65.94918823242188,25,111.7643051147461,1117.643051147461,4.311566845659731,5.900738000805643
NWS,47.29444694519054,31.53445243835455,25,25.20769691467285,252.07696914672852,18.761907168782834,12.509850679773537
FTNT,44.280029296875,105.57001113891602,25,59.79999923706055,597.9999923706055,7.404687267860837,17.6538482417722
CTRA,44.1458740234375,44.86563491821289,25,25.513063430786133,255.13063430786133,17.30324315745145,17.58535780696346
OKE,42.5689697265625,-1.873504638671875,25,69.28731536865234,692.8731536865234,6.143833037846632,-0.2703964829209568
IQV,40.740036010742216,136.54002380371097,25,231.02999877929688,2310.2999877929688,1.7634089177164045,5.910056032772945
ROL,39.540260314941406,24.98566436767578,25,42.973236083984375,429.73236083984375,9.201136316023824,5.814238499247592
OMC,39.531471252441406,27.123519897460923,25,85.38434600830078,853.8434600830078,4.629826554928264,3.1766384783018733
FCX,38.6593132019043,159.5225715637207,25,42.54828643798828,425.4828643798828,9.085985932300249,37.492125986369814
UDR,38.43981170654297,59.045806884765625,25,37.1325798034668,371.32579803466797,10.352044460685203,15.901347872213542
L,37.38310241699219,52.88218688964844,25,68.87286376953125,688.7286376953125,5.427842022380103,7.678232615186106
CNP,36.63473892211914,-0.8463726043701172,25,28.101625442504883,281.0162544250488,13.036519541217558,-0.3011827931810461
EVRG,36.15551376342785,61.1458549499514,25,50.55060195922852,505.5060195922852,7.152340894493996,12.095969697703788
SCHW,35.712520599365234,109.65488052368164,25,68.44916534423828,684.4916534423828,5.217378534824069,16.01990031174454
NWSA,35.5905704498291,37.02076530456543,25,24.03887367248535,240.38873672485352,14.805423471468925,15.400374330740387
SYF,35.535438537597656,6.022838592529304,25,37.8121337890625,378.121337890625,9.397892945115041,1.5928322443076366
SRE,35.19786071777344,-20.91667938232422,25,73.81060791015625,738.1060791015625,4.768672378449582,-2.8338310677219214
OTIS,33.716087341308594,44.70925140380858,25,88.93647003173828,889.3647003173828,3.791030533287021,5.027099837429283
BBWI,30.88528823852539,16.63083267211914,25,42.144287109375,421.44287109375,7.328463798277171,3.9461653791789044
PNW,28.743507385253903,161.6270523071289,25,69.63066864013672,696.3066864013672,4.127995313933476,23.2120494408068
GIS,28.721569061279297,4.180149078369148,25,63.56909942626953,635.6909942626953,4.518165165229679,0.6575756328304577
ATO,27.48719024658203,-15.105461120605469,25,114.18148803710938,1141.8148803710938,2.4073245776625893,-1.3229343372803253
FE,27.332603454589844,8.552608489990234,25,35.92864227294922,359.2864227294922,7.607469062411146,2.380442997265588
LNT,27.287666320800668,28.72685241699196,25,49.944862365722656,499.44862365722656,5.4635582176572965,5.751713200576824
PPL,26.81659507751459,50.33478355407715,25,26.47809219360352,264.7809219360352,10.127842626060819,19.009973674099086
BG,25.75226593017589,196.72733306884788,25,101.06724548339844,1010.6724548339844,2.5480328277479396,19.464994037179217
AIZ,21.522003173828125,68.47184753417969,25,164.91485595703125,1649.1485595703125,1.3050372599200952,4.151951450148318
NI,20.23736381530756,48.00686073303223,25,25.916038513183597,259.160385131836,7.8088183905934265,18.523996523855654
CAG,18.13638687133789,3.307926177978512,25,27.89493179321289,278.9493179321289,6.501678156370561,1.1858520402560593
HRL,17.993991851806648,52.36985397338868,25,31.2713623046875,312.713623046875,5.754143895774376,16.746905191763446
MRNA,17.1899871826173,21.84998321533216,25,97.33000183105467,973.3000183105468,1.7661550250924338,2.2449381284569725
CPB,16.756984710693246,21.279796600341804,25,42.269508361816406,422.69508361816406,3.9643197567517587,5.034313722835874
TPR,16.124366760253906,55.38488388061524,25,37.02985763549805,370.29857635498047,4.354423103370658,14.956817934812003
RVTY,15.939445495605357,-4.393684387207259,25,109.49114990234376,1094.9114990234377,1.455774782694483,-0.401282148477391
EXC,15.8277587890625,34.16358184814453,25,35.15328598022461,351.5328598022461,4.502497660664316,9.718460421413567
DOW,14.354026794433707,37.78899383544933,25,54.34590911865234,543.4590911865233,2.64123409235732,6.953420128264923
COO,14.162460327148438,53.22749328613281,25,94.24250030517578,942.4250030517578,1.5027678893585803,5.64792881277255
HES,13.842864990234377,62.7105712890625,25,147.74635314941406,1477.4635314941406,0.9369344620124234,4.244475071790372
TSN,12.46310806274414,16.916919708251953,25,51.50720977783203,515.0720977783203,2.419682237982164,3.2843789794128497
CPRT,12.10000991821289,51.04000091552734,25,49.0,490.0,2.4693897792271207,10.41632671745456
PNC,11.918701171875,-24.50888061523437,25,150.9997100830078,1509.9971008300781,0.789319473879985,-1.6231077928402184
DVN,10.935310363769531,77.59339141845703,25,45.87339019775391,458.7339019775391,2.383802530536528,16.914684326569834
PM,10.12814331054676,-9.2318572998048,25,91.9736785888672,919.736785888672,1.1012001983546522,-1.0037499251358915
NDAQ,9.72940444946289,47.17174911499024,25,57.18499755859375,571.8499755859375,1.701391075429146,8.248972830095239
AMCR,6.059784889221191,-3.749903678894043,25,9.429100036621094,94.29100036621094,6.426684270700248,-3.9769476029844055
AMD,5.720062255859375,419.6599578857422,25,143.41000366210938,1434.1000366210938,0.3988607565575764,29.262948690421194
ADM,5.348503112792969,8.601211547851562,25,71.1303939819336,711.3039398193359,0.751929353034574,1.209217476011195
CNC,5.250007629394531,43.29998779296875,25,73.6500015258789,736.5000152587891,0.7128319783604892,5.879156401341572
TECH,3.94351577758789,97.90407943725586,25,77.84828186035156,778.4828186035156,0.5065642662046134,12.576267208167993
KDP,3.826971054077149,42.6014575958252,25,32.60226058959961,326.0226058959961,1.1738361036528813,13.067025667973287
ICP-USD,3.3586854934692383,40.38058471679689,25,9.250829696655272,92.50829696655272,3.630685682910803,43.650770839935454
LOW,2.130264282225653,39.4026641845694,25,220.65049743652344,2206.5049743652344,0.09654473055690643,1.7857500727323186
LUV,0.4772796630859943,23.66813087463385,25,28.996173858642575,289.9617385864257,0.16460091093837084,8.162501366565419
HBAN,0.4763221740722692,1.4920806884765625,25,12.677729606628418,126.77729606628418,0.3757156753234658,1.1769305189285972
SHIB-USD,-2.0999999833293263e-05,0.0001979999997274,25,1.1000000085914508e-05,0.00011000000085914508,-19.090908790249692,179.99999834630808
USDC-USD,-0.0032571554183959,-0.0045936107635498,25,1.0003570318222046,10.003570318222046,-0.032559929253086914,-0.04591971283674879
USDT-USD,-0.0033940076828002,-0.0026102066040039,25,1.0002340078353882,10.002340078353882,-0.03393213644220307,-0.02609595938107186
DAI-USD,-0.0045265555381776,-0.0041194558143615,18,1.000383973121643,10.00383973121643,-0.04524818129635497,-0.041178746611733145
FAST,-0.03057861328125,40.69357681274414,25,64.70468139648438,647.0468139648438,-0.004725873402246818,6.289124053233521
FITB,-1.2317352294921875,-0.4442253112792969,25,34.27488327026367,342.7488327026367,-0.3593696351289461,-0.12960665913184874
LYB,-1.3229904174809235,37.6992568969722,25,94.18804168701172,941.8804168701172,-0.14046267379432736,4.002552364582268
ADA-USD,-1.54261776804924,-0.0411657989025116,25,0.6087989807128906,6.087989807128906,-25.338704842160993,-0.6761804833232035
PHM,-2.61806488037098,23.44892883300781,25,102.99942016601562,1029.9942016601562,-0.2541824872558655,2.276607848394929
HON,-4.97669982910179,-86.09513854980472,25,205.8130645751953,2058.130645751953,-0.24180679877508537,-4.1831716916274395
LINK-USD,-5.331139564514189,26.83830738067624,25,15.090892791748049,150.9089279174805,-3.5326866594860076,17.784439761809104
RF,-6.046276092529297,-17.362476348876953,25,19.07748413085937,190.77484130859372,-3.169325709331325,-9.101030424023126
AON,-6.647857666015625,36.99484252929688,25,288.29986572265625,2882.9986572265625,-0.23058830254228585,1.2832070676330398
ES,-7.186210632324219,43.31580352783203,25,59.975399017333984,599.7539901733398,-1.1981930508286027,7.2222618336083055
VTRS,-8.853415489196777,12.912959098815932,25,10.48879051208496,104.8879051208496,-8.440835460481418,12.311199355099998
GEN,-9.389118194580083,26.67941284179686,25,22.97030258178711,229.7030258178711,-4.0875030536274295,11.614741576347654
AES,-9.800701141357408,38.482343673706026,25,18.97701835632324,189.7701835632324,-5.164510544983355,20.278393028419828
WEC,-9.943679809570312,-28.153717041015625,25,82.74884796142578,827.4884796142578,-1.2016698787402647,-3.4023092447329017
KEY,-10.084553718566951,8.475356101989718,25,14.040355682373049,140.4035568237305,-7.182548609667768,6.0364254964210735
CHRW,-10.227218627929688,163.47547912597656,25,85.93354034423828,859.3354034423828,-1.190131185909578,19.023477733038302
HST,-10.32594871520996,0.186100006103512,25,19.467344284057617,194.67344284057617,-5.304241073943601,0.09559599059226316
CCL,-10.410004615783691,-12.490002632141112,25,18.61000061035156,186.1000061035156,-5.593769088859282,-6.7114466536845345
EXPD,-11.74933624267578,89.83426666259766,25,127.5352554321289,1275.352554321289,-0.9212618270034738,7.043877111329833
NTRS,-13.476913452148438,-73.0252685546875,25,82.71614074707031,827.1614074707031,-1.629296692329758,-8.828418237981436
CFG,-13.62746810913086,-1.5223922729492116,25,32.72129440307617,327.2129440307617,-4.164709360595992,-0.46526040632612914
EOG,-15.190109252929688,51.34127807617188,25,122.49578857421876,1224.9578857421877,-1.2400515503213547,4.191268832484376
CBOE,-16.609909057617188,-50.70991516113281,25,173.69000244140625,1736.9000244140625,-0.9562962072742492,-2.9195644221514496
BKR,-17.58140754699707,-5.386312484741211,25,34.301570892333984,343.01570892333984,-5.125540052431336,-1.5702815773795922
DGX,-17.761764526367188,223.34283447265625,25,135.26641845703125,1352.6641845703125,-1.3130949077364233,16.51132905123849
DOT-USD,-18.66061782836914,0.9436054229736328,25,8.819256782531738,88.19256782531738,-21.158946029704158,1.06993757664776
ABT,-18.89762115478493,49.95682525634771,25,108.16840362548828,1081.6840362548828,-1.747055565339968,4.618430482649384
FRT,-19.571495056152344,-4.284233093261719,25,102.42930603027344,1024.2930603027344,-1.9107319784406136,-0.41826243477579494
LVS,-20.568958282470817,27.52104568481434,25,48.84570693969727,488.4570693969727,-4.21100636497376,5.634281374776824
PFG,-23.53451538085937,-49.736083984375,25,77.91575622558594,779.1575622558594,-3.020507856295582,-6.383315313064072
IPG,-24.606653213500977,-46.04736518859863,25,32.416961669921875,324.16961669921875,-7.590672273377272,-14.204713463730856
USB,-27.293148040771484,-5.248043060302734,25,43.08800506591797,430.8800506591797,-6.3342798068783175,-1.2179823717236482
CF,-28.2552490234375,-14.198532104492188,25,79.58692932128906,795.8692932128906,-3.550237364903508,-1.7840281344658135
ENPH,-31.219932556152344,285.9001235961914,25,137.33999633789062,1373.3999633789062,-2.273185771706556,20.8169601878251
O,-31.501789093017464,-23.223331451416016,25,56.07757186889648,560.7757186889647,-5.617538000159024,-4.141286913368815
KIM,-31.8741455078125,-20.78314971923828,25,21.324756622314453,213.24756622314453,-14.947014904948109,-9.74601965561969
IVZ,-33.63476085662842,-43.24113178253174,25,17.727657318115234,177.27657318115234,-18.973043224531594,-24.391904134081628
PTC,-34.56999206542969,92.27003479003906,25,175.30999755859375,1753.0999755859375,-1.971935003528557,5.263250018539285
VICI,-37.970630645751896,-48.26908493041981,25,31.206466674804688,312.0646667480469,-12.167552014598442,-15.467654647807677
BDX,-39.04127502441361,-75.60646057128906,25,241.3622894287109,2413.622894287109,-1.617538312087684,-3.1324885403699447
